Specialty_Dist_Rep,Common_Grp_Id,Common_Grp_Desc,Common_Entity_Id,Common_Entity_Desc,Customer_No,Customer_Name,Active_Status,Primary_Secondary,Cmpny_Cd,Sales_Org,Dea_Number,Address,City,State,ZIP,Acc_340B_Id,Mpb_Account_Class_Desc,Mck_Account_Class_Desc
BENNETT CORLEY,21230,CHRISTUS,2062,CHRISTUS HEALTH LA,122,CHRISTUS SPEC PHY PHS MPB,Active,SECONDARY,8545,8000|8545,FC0264224,800 E DAWSON ST STE 100,TYLER,TX,75701,DSH450102,PHS,PHS/340B Acct
KATY MCCASH,73655,BAPTIST HEALTH,73655,BAPTIST HEALTH,952282,BAPT MC CONWAY WAC A34,Active,SECONDARY,8545,8000|8545,FB6268622,1555 EXCHANGE AVE,CONWAY,AR,72032,DSH040154,WAC,WAC Acct.
KATY MCCASH,40025,APPALACHIAN NORTON,2932,APPALACHIAN REG HLTH KY,952400,HGHLND ARH OFF PHCY PHS,Active,SECONDARY,8545,8000|8545,FH8634518,5000 KY RTE 321,PRESTONSBURG,KY,41653,DSH180005,PHS,PHS/340B Acct
MARY BERRESFORD,40074,ECU HEALTH,40074,ECU HEALTH,952508,VIDANT EDGECOMBE PHS MPB,Active,SECONDARY,8545,8000|8545,BH6064339,111 HOSPITAL DR,TARBORO,NC,27886,DSH340107,PHS,PHS/340B Acct
BENNETT CORLEY,40550,NYU LANGONE HOSP,40550,NYU LANGONE HOSP,952542,NYU PERLMUTTER CC PHS MPB,Active,SECONDARY,8545,8000|8545,FN6512152,902 QUENTIN RD,BROOKLYN,NY,11223,DSH330214DE,PHS,PHS/340B Acct
MARY BERRESFORD,72934,PROMEDICA,72934,PROMEDICA,953362,PM CHRLS VA HCKMN GPO MPB,Active,SECONDARY,8545,8000|8545,FE9439452,5640 N ADRIAN HWY,ADRIAN,MI,49221,0,GPO,GPO Acct.
BENNETT CORLEY,21207,ALLSPIRE,21207,ALLSPIRE,953407,YORK HSP PHCY MPB,Active,SECONDARY,8545,8000|8545,AY2571594,1001 S GEORGE ST,YORK,PA,17403,0,GPO,GPO Acct.
BENNETT CORLEY,40550,NYU LANGONE HOSP,40550,NYU LANGONE HOSP,953447,NYU BROOKLYN ONCO PHS MPB,Active,SECONDARY,8545,8000|8545,FN6079594,5718 2ND AVE,BROOKLYN,NY,11220,DSH330214,PHS,PHS/340B Acct
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,953501,WLG16287/UC DAVIS PHS MPB,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,DSH050599,PHS,PHS Contract Pharmacy
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,953504,WLG15438/UC DAVIS PHS MPB,Active,SECONDARY,8545,8000,FO1120500,41460 HAGGERTY CIRCLE SOUTH,CANTON,MI,48188,DSH050599,PHS,PHS Contract Pharmacy
BENNETT CORLEY,319,LIFESPAN HEALTH SYSTEM RI,319,LIFESPAN HEALTH SYSTEM RI,954392,CVS CRMRK2921/MRM HV  PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,HV00018,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72859,OREGON HLTH SCIENCE CTR,72859,OREGON HLTH SCIENCE CTR,954708,SAFEWAY 1601/OR HS UN PHS,Active,SECONDARY,8545,8000|8545,BS5834189,2490 NE HIGHWAY 99W,MCMINNVILLE,OR,97128,DSH380009,PHS,PHS Contract Pharmacy
KATY MCCASH,2561,HONOR HEALTH AZ,2561,HONOR HEALTH AZ,955883,SCOTTSDALE HC SHEA MPB,Active,SECONDARY,8545,8000|8545,AS2324983,9003 E SHEA BLVD,SCOTTSDALE,AZ,85260,0,GPO,GPO Acct.
KATY MCCASH,40260,HC PHARMACY,40260,HC PHARMACY,955949,WILLIAMSPORT HOSPITAL PHS,Active,SECONDARY,8545,8000|8545,AT2336483,700 HIGH ST,WILLIAMSPORT,PA,17701,DSH390045,PHS,PHS/340B Acct
KATY MCCASH,2561,HONOR HEALTH AZ,2561,HONOR HEALTH AZ,955950,JOHN LINCOLN HOSP PHS MPB,Active,SECONDARY,8545,8000|8545,AJ1653941,250 E DUNLAP AVE,PHOENIX,AZ,85020,DSH030014,PHS,PHS/340B Acct
BENNETT CORLEY,73311,UNIV OF COLORADO,73311,UNIV OF COLORADO,956542,MEMORIAL HSP N PHS MPB,Active,SECONDARY,8545,8000|8545,FM3532733,4050 BRIARGATE PKWY,COLORADO SPRINGS,CO,80920,DSH060022AW,PHS,PHS/340B Acct
MARY BERRESFORD,72608,SANFORD MED CENTER SD,72608,SANFORD MED CENTER SD,956549,SANFORD SHLDON MC GPO MPB,Active,SECONDARY,8545,8000|8545,BN0802581,118 N 7TH AVE,SHELDON,IA,51201,0,GPO,GPO Acct.
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,956567,KAISER FOUND PHCY#529 MPB,Active,SECONDARY,8545,8000|8545,FK1107425,27300 IRIS AVE,MORENO VALLEY,CA,92555,0,GPO,GPO Acct.
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,956757,WALG 15443/UCDMC PHS MPB,Active,SECONDARY,8545,8000|8545,BI9716587,10530 JOHN W ELLIOTT DR STE 100,FRISCO,TX,75033,DSH050599,PHS,PHS Contract Pharmacy
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,956766,CYSTIC FIB/UCDMC PHS MPB,Active,SECONDARY,8545,8000|8545,FC6609107,10530 JOHN W ELLIOTT DR STE 200,FRISCO,TX,75033,DSH050599,PHS,PHS Contract Pharmacy
MARY BERRESFORD,362,AVERA (PHS),362,AVERA (PHS),957427,CAREPLS CVS0102/AVERA PHS,Active,SECONDARY,8545,8000|8545,BD9372830,2101 N URSULA ST UNIT 35,AURORA,CO,80045,DSH430016,PHS,PHS Contract Pharmacy
MARY BERRESFORD,362,AVERA (PHS),362,AVERA (PHS),957428,CVS PHCY 17510/AVERA  PHS,Active,SECONDARY,8545,8000|8545,FC5714262,1415 EGLIN ST,RAPID CITY,SD,57701,DSH430016,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72722,UNC HOSPITAL,72722,UNC HOSPITAL,957492,UNC HSP CNCR  MPB,Active,SECONDARY,8545,8000|8545,AN3208065,101 MANNING DR,CHAPEL HILL,NC,27514,0,GPO,GPO Acct.
BENNETT CORLEY,72722,UNC HOSPITAL,72722,UNC HOSPITAL,957494,UNC HSP CNCR PHS MPB,Active,SECONDARY,8545,8000|8545,AN3208065,101 MANNING DR,CHAPEL HILL,NC,27514,DSH340061,PHS,PHS/340B Acct
BENNETT CORLEY,72722,UNC HOSPITAL,72722,UNC HOSPITAL,957495,UNC HSP CNCR WACA34 MPB,Active,SECONDARY,8545,8000|8545,AN3208065,101 MANNING DR,CHAPEL HILL,NC,27514,DSH340061,WAC,WAC Acct.
KATY MCCASH,72150,COMM HSP WELLNESS,72150,COMM HSP WELLNESS,957575,COMM HSP WELLNESS CTR MPB,Active,SECONDARY,8545,8000|8545,BC0365317,433 W HIGH ST,BRYAN,OH,43506,0,GPO,GPO Acct.
KATY MCCASH,40025,APPALACHIAN NORTON,2932,APPALACHIAN REG HLTH KY,957677,HAZARD ARH HOSP PHCY GPO,Active,SECONDARY,8545,8000|8545,BA0863440,100 MEDICAL CENTER DR,HAZARD,KY,41701,0,GPO,GPO Acct.
MARY BERRESFORD,1157,APLA HEALTH & WELLNESS CA,1157,APLA HEALTH & WELLNESS CA,957817,CAREMARK NV SP/APLAHW PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 S EASTERN AVE,LAS VEGAS,NV,89119,CHC26614-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,40054,COH NMC HSP,40054,COH NMC HSP,958119,COH NMC CL GPO MPB,Active,SECONDARY,8545,8000|8545,AC0086404,1500 DUARTE RD,DUARTE,CA,91010,0,GPO,GPO Acct.
BENNETT CORLEY,40054,COH NMC HSP,40054,COH NMC HSP,958120,COH NMC IDS GPO MPB,Active,SECONDARY,8545,8000|8545,AC0086404,1500 DUARTE RD,DUARTE,CA,91010,0,GPO,GPO Acct.
BENNETT CORLEY,21207,ALLSPIRE,21207,ALLSPIRE,959020,GETTYSBURG HOSP PHCY MPB,Active,SECONDARY,8545,8000|8545,AW2425432,147 GETTYS ST,GETTYSBURG,PA,17325,0,GPO,GPO Acct.
MARY BERRESFORD,1157,APLA HEALTH & WELLNESS CA,1157,APLA HEALTH & WELLNESS CA,959415,CAREMARK KS SP/APLAHW PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,CHC26614-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1157,APLA HEALTH & WELLNESS CA,1157,APLA HEALTH & WELLNESS CA,959418,CAREMARK NJ SP/APLAHW PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,CHC26614-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1157,APLA HEALTH & WELLNESS CA,1157,APLA HEALTH & WELLNESS CA,959420,CAREMARK IL SP/APLAHW PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,CHC26614-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1157,APLA HEALTH & WELLNESS CA,1157,APLA HEALTH & WELLNESS CA,959421,CAREMARK TN SP/APLAHW PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,CHC26614-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1157,APLA HEALTH & WELLNESS CA,1157,APLA HEALTH & WELLNESS CA,959424,CAREPLUS CVS2801/APLA PHS,Active,SECONDARY,8545,8000|8545,FP1086227,8607 SANTA MONICA BLVD,WEST HOLLYWOOD,CA,90069,CHC26614-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,305,DESERT AIDS,305,DESERT AIDS,959505,CAREMARK FL SP/DSTAID PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,CHC28988-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,305,DESERT AIDS,305,DESERT AIDS,959511,CAREMARK MI SP/DSTAID PHS,Active,SECONDARY,8545,8000|8545,FC0002802,1307-H ALLEN DRIVE,TROY,MI,48083,CHC28988-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,305,DESERT AIDS,305,DESERT AIDS,959516,CAREMARK IL SP/DSTAID PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,CHC28988-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,305,DESERT AIDS,305,DESERT AIDS,959520,CAREMARK TX SP/DSTAID PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS ROAD STE 280,FLOWER MOUND,TX,75028,CHC28988-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,305,DESERT AIDS,305,DESERT AIDS,959523,CAREMARK NV SP/DSTAID PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,CHC28988-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1317,AIDS ARMS INC TX,1317,AIDS ARMS INC TX,959926,CAREMARK FL SP/PH NTX PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,STD75208,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1317,AIDS ARMS INC TX,1317,AIDS ARMS INC TX,959953,CAREMARK KS SP/PH NTX PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,STD75208,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1317,AIDS ARMS INC TX,1317,AIDS ARMS INC TX,959954,CAREMARK CA SP/PH NTX PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,STD75208,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1317,AIDS ARMS INC TX,1317,AIDS ARMS INC TX,959962,CAREMARK TN SP/PH NTX PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,STD75208,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1317,AIDS ARMS INC TX,1317,AIDS ARMS INC TX,959995,CAREMARK NV SP/PH NTX PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,STD75208,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1086,FAXTON ST LUKES HC NY,1086,FAXTON ST LUKES HC NY,960412,CAREMARK KS SP/F STLH PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,DSH330044,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1086,FAXTON ST LUKES HC NY,1086,FAXTON ST LUKES HC NY,960423,CAREMARK MI SP/F STLH PHS,Active,SECONDARY,8545,8000|8545,FC0002802,1307-H ALLEN DRIVE,TROY,MI,48083,DSH330044,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1086,FAXTON ST LUKES HC NY,1086,FAXTON ST LUKES HC NY,960424,CAREMARK NJ SP/F STLH PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,DSH330044,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1086,FAXTON ST LUKES HC NY,1086,FAXTON ST LUKES HC NY,960426,CAREMARK IL SP/F STLH PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,DSH330044,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1086,FAXTON ST LUKES HC NY,1086,FAXTON ST LUKES HC NY,960430,CAREMARK TX SP/F STLH PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS ROAD STE 280,FLOWER MOUND,TX,75028,DSH330044,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1086,FAXTON ST LUKES HC NY,1086,FAXTON ST LUKES HC NY,960433,CAREMARK NV SP/F STLH PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,DSH330044,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1086,FAXTON ST LUKES HC NY,1086,FAXTON ST LUKES HC NY,960434,CVS CRMRK2921/F STLH  PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,DSH330044,PHS,PHS Contract Pharmacy
KATY MCCASH,40414,OSF HEALTHCARE SYSTEM,40414,OSF HEALTHCARE SYSTEM,960783,ST FRANCIS MC WACA34 MPB,Active,SECONDARY,8545,8000|8545,AS3581875,530 NE GLEN OAK AVE,PEORIA,IL,61637,DSH140067,WAC,WAC Acct.
BENNETT CORLEY,73311,UNIV OF COLORADO,73311,UNIV OF COLORADO,960942,UCHTH PIKES PK RH PHS MPB,Active,SECONDARY,8545,8000|8545,FU7461964,16420 W HIGHWAY 24,WOODLAND PARK,CO,80863,CAH061326-00,PHS,PHS/340B Acct
BENNETT CORLEY,73311,UNIV OF COLORADO,73311,UNIV OF COLORADO,960944,UCHTH PIKES PK WAC MPB,Active,SECONDARY,8545,8000|8545,FU7461964,16420 W HIGHWAY 24,WOODLAND PARK,CO,80863,0,WAC,WAC Acct.
BENNETT CORLEY,72478,MAYO CLINIC,72478,MAYO CLINIC,961007,MAYO CLINIC HOSPITAL MPB,Active,SECONDARY,8545,8000|8545,BM5946225,5777 E MAYO BLVD,PHOENIX,AZ,85054,0,GPO,GPO Acct.
MARY BERRESFORD,2257,ST LUKES NAMPA MEDICAL CNTR ID,2257,ST LUKES NAMPA MEDICAL CNTR ID,961262,CAREMARK CA SP/STLNMP PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,DSH130071,PHS,PHS Contract Pharmacy
MARY BERRESFORD,2257,ST LUKES NAMPA MEDICAL CNTR ID,2257,ST LUKES NAMPA MEDICAL CNTR ID,961267,CAREMARK NJ SP/STLNMP PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,DSH130071,PHS,PHS Contract Pharmacy
MARY BERRESFORD,2257,ST LUKES NAMPA MEDICAL CNTR ID,2257,ST LUKES NAMPA MEDICAL CNTR ID,961272,CAREMARK TN SP/STLNMP PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,DSH130071,PHS,PHS Contract Pharmacy
MARY BERRESFORD,2257,ST LUKES NAMPA MEDICAL CNTR ID,2257,ST LUKES NAMPA MEDICAL CNTR ID,961279,CAREMARK NV SP/STLNMP PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,DSH130071,PHS,PHS Contract Pharmacy
MARY BERRESFORD,755,HENRY FORD HOSPITAL MI,755,HENRY FORD HOSPITAL MI,961299,CAREMARK FL SP/H FORD PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,DSH230053,PHS,PHS Contract Pharmacy
MARY BERRESFORD,755,HENRY FORD HOSPITAL MI,755,HENRY FORD HOSPITAL MI,961301,CAREMARK CA SP/H FORD PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,DSH230053,PHS,PHS Contract Pharmacy
MARY BERRESFORD,755,HENRY FORD HOSPITAL MI,755,HENRY FORD HOSPITAL MI,961306,CAREMARK NC SP/H FORD PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,DSH230053,PHS,PHS Contract Pharmacy
MARY BERRESFORD,755,HENRY FORD HOSPITAL MI,755,HENRY FORD HOSPITAL MI,961309,CAREMARK TN SP/H FORD PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,DSH230053,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1219,BETH ISRAEL DEACONESS MC MA,1219,BETH ISRAEL DEACONESS MC MA,961324,ACS PHCY/B ISRAEL DMC PHS,Active,SECONDARY,8545,8000|8545,BA9369263,6251 CHANCELLOR DR # 101,ORLANDO,FL,32809,DSH220086,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1607,UCI MEDICAL CENTER CA,1607,UCI MEDICAL CENTER CA,961381,CAREPLS CVS2915/UN CA PHS,Active,SECONDARY,8545,8000|8545,BS7011973,500 ALA MOANA BLVD BLDG 1,HONOLULU,HI,96813,DSH050348,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1607,UCI MEDICAL CENTER CA,1607,UCI MEDICAL CENTER CA,961384,CVS PHCY 9816/UNIV CA PHS,Active,SECONDARY,8545,8000|8545,FG1548811,3290 CHINO HILLS PARKWAY,CHINO HILLS,CA,91709,DSH050348,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1607,UCI MEDICAL CENTER CA,1607,UCI MEDICAL CENTER CA,961394,CAREMARK NV SP/UNV CA PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,DSH050348,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1607,UCI MEDICAL CENTER CA,1607,UCI MEDICAL CENTER CA,961399,CVS PHCY 9488/UNIV CA PHS,Active,SECONDARY,8545,8000|8545,BC4466454,11851 ARTESIA BLVD,ARTESIA,CA,90701,DSH050348,PHS,PHS Contract Pharmacy
BENNETT CORLEY,1547,THOMAS JEFFERSON UNIV HOSP PA,1547,THOMAS JEFFERSON UNIV HOSP PA,961732,CAREPLS CVS2553/TJ UN PHS,Active,SECONDARY,8545,8000|8545,BC6625149,1117 WALNUT ST,PHILADELPHIA,PA,19107,DSH390174,PHS,PHS Contract Pharmacy
BENNETT CORLEY,1547,THOMAS JEFFERSON UNIV HOSP PA,1547,THOMAS JEFFERSON UNIV HOSP PA,961740,CAREMARK TX SP/TJ UNV PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS ROAD STE 280,FLOWER MOUND,TX,75028,DSH390174,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1317,AIDS ARMS INC TX,1317,AIDS ARMS INC TX,962098,CAREMARK KS SP/PHNTOC PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,HV01710,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1317,AIDS ARMS INC TX,1317,AIDS ARMS INC TX,962109,CAREMARK TN SP/PHNTOC PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,HV01710,PHS,PHS Contract Pharmacy
BENNETT CORLEY,40848,UNIV OF TEXAS SW UNIV HOSP,40848,UNIV OF TEXAS SW UNIV HOSP,962455,UT SWMC ASTON INFUS MPB,Active,SECONDARY,8545,8000|8545,FU3182398,5303 HARRY HINES #U2.732,DALLAS,TX,75390,0,GPO,GPO Acct.
BENNETT CORLEY,2586,HOUST METH WILLOWBROOK TX,2586,HOUST METH WILLOWBROOK TX,962727,MWBH-HOUSTON MTH PHS MPB,Active,SECONDARY,8545,8000|8545,FH9411252,13300 HARGRAVE RD STE 360,HOUSTON,TX,77070,DSH450844,PHS,PHS/340B Acct
BENNETT CORLEY,40308,VCU MAIN PHCY RICHMOND VA,40308,VCU MAIN PHCY RICHMOND VA,962875,VCU HLTH NOW INF PHS MPB,Active,SECONDARY,8545,8000|8545,FV7107077,11958 W BROAD ST FL 2,HENRICO,VA,23233,DSH490032,PHS,PHS/340B Acct
BENNETT CORLEY,40308,VCU MAIN PHCY RICHMOND VA,40308,VCU MAIN PHCY RICHMOND VA,962884,VCU HTH NW INF WACA34 MPB,Active,SECONDARY,8545,8000|8545,FV7107077,11958 W BROAD ST FL 2,HENRICO,VA,23233,DSH490032,WAC,WAC Acct.
KATY MCCASH,40025,APPALACHIAN NORTON,2932,APPALACHIAN REG HLTH KY,962903,MARY BRECKINRIDGE HC GPO,Active,SECONDARY,8545,8000|8545,FA2819083,130 KATE IRELAND DR,HYDEN,KY,41749,0,GPO,GPO Acct.
BENNETT CORLEY,40308,VCU MAIN PHCY RICHMOND VA,40308,VCU MAIN PHCY RICHMOND VA,962988,ACRDO MEM/VCU HTH PHS MPB,Active,SECONDARY,8545,8000|8545,BA9451167,1620 CENTURY CENTER PKWY # 109,MEMPHIS,TN,38134,DSH490032,PHS,PHS Contract Pharmacy
KATY MCCASH,72024,BALLAD,72024,BALLAD,962996,BALLAD CC LONE WA34 MPB,Active,SECONDARY,8545,8000|8545,FW5022570,743 ISLAND RD,BRISTOL,VA,24201,DSH490114B,WAC,WAC Acct.
BENNETT CORLEY,40308,VCU MAIN PHCY RICHMOND VA,40308,VCU MAIN PHCY RICHMOND VA,962999,ACRDO NWC/VCU HTH PHS MPB,Active,SECONDARY,8545,8000|8545,FA5306128,2 BOULDEN CIR STE 1,NEW CASTLE,DE,19720,DSH490032,PHS,PHS Contract Pharmacy
MARY BERRESFORD,40681,MONUMENT HEALTH RAPID CITY HOS,40681,MONUMENT HEALTH RAPID CITY HOS,963024,RAPID CTY REG HSP PHS MPB,Active,SECONDARY,8545,8000|8545,AR5954791,353 FAIRMONT BLVD,RAPID CITY,SD,57701,DSH430077,PHS,PHS/340B Acct
MARY BERRESFORD,1607,UCI MEDICAL CENTER CA,1607,UCI MEDICAL CENTER CA,963133,WALG16287/UCI MED PHS MPB,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,DSH050348,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1607,UCI MEDICAL CENTER CA,1607,UCI MEDICAL CENTER CA,963176,WALG15443/UCI MED PHS MPB,Active,SECONDARY,8545,8000|8545,BI9716587,10530 JOHN W ELLIOTT DR STE 100,FRISCO,TX,75033,DSH050348,PHS,PHS Contract Pharmacy
MARY BERRESFORD,40188,UNION HEALTH SYSTEM,40188,UNION HEALTH SYSTEM,963220,UNION HOSP PHCY PHS MPB,Active,SECONDARY,8545,8000|8545,AU2644789,1606 N 7TH ST,TERRE HAUTE,IN,47804,DSH150023,PHS,PHS/340B Acct
MARY BERRESFORD,40188,UNION HEALTH SYSTEM,40188,UNION HEALTH SYSTEM,963227,UNION HSP PHCY WACA34 MPB,Active,SECONDARY,8545,8000|8545,AU2644789,1606 N 7TH ST,TERRE HAUTE,IN,47804,DSH150023,WAC,WAC Acct.
BENNETT CORLEY,72437,LIFESPAN HEALTH SYSTEM RI,72437,LIFESPAN HEALTH SYSTEM RI,963258,ACDO NCAS/RI HSP PHS MPB,Active,SECONDARY,8545,8000|8545,FA5306128,2 BOULDEN CIR STE 1,NEW CASTLE,DE,19720,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72437,LIFESPAN HEALTH SYSTEM RI,72437,LIFESPAN HEALTH SYSTEM RI,963260,ACDO ORLD/RI HSP PHS MPB,Active,SECONDARY,8545,8000|8545,FA4214576,6272 LEE VISTA BLVD STE 100,ORLANDO,FL,32822,DSH410007,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2579,UCSF MEDICAL CENTER,2579,UCSF MEDICAL CENTER,963313,CAREPLUS CVS2915/UCSF PHS,Active,SECONDARY,8545,8000|8545,BS7011973,500 ALA MOANA BLVD BLDG 1,HONOLULU,HI,96813,DSH050454,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2579,UCSF MEDICAL CENTER,2579,UCSF MEDICAL CENTER,963317,CAREMARK MA SP/UCSFMC PHS,Active,SECONDARY,8545,8000|8545,BC9420491,25 BIRCH ST BLDG B STE100,MILFORD,MA,1757,DSH050454,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2579,UCSF MEDICAL CENTER,2579,UCSF MEDICAL CENTER,963319,CAREMARK NC SP/UCSFMC PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,DSH050454,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2579,UCSF MEDICAL CENTER,2579,UCSF MEDICAL CENTER,963324,CAREMRK ADV TCH/UCSF  PHS,Active,SECONDARY,8545,8000|8545,FC3186815,1780 WALL STREET,MT PROSPECT,IL,60056,DSH050454,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2579,UCSF MEDICAL CENTER,2579,UCSF MEDICAL CENTER,963331,CAREMARK TX SP/UCSFMC PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS ROAD STE 280,FLOWER MOUND,TX,75028,DSH050454,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2579,UCSF MEDICAL CENTER,2579,UCSF MEDICAL CENTER,963335,CAREMARK NV SP/UCSFMC PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,DSH050454,PHS,PHS Contract Pharmacy
KATY MCCASH,2542,OU MEDICAL CENTER OK,2542,OU MEDICAL CENTER OK,963343,CAREMARK KS SP/OU MED PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,DSH370093,PHS,PHS Contract Pharmacy
